normal,shear
4681.214525509499,6828.372123057825
4708.642097801315,6855.56631833768
4736.050706847225,6882.693224916203
4763.440454592019,6909.753373154313
4790.811441907671,6936.747286188515
4818.163768610581,6963.675480071346
4845.497533478399,6990.538463908229
4872.812834266515,7017.336739990923
4900.109767724182,7044.070803927631
4927.388429610298,7070.741144769884
4954.648914708859,7097.348245136302
4981.89131684407,7123.89258133331
5009.115728895166,7150.37462347293
5036.322242810895,7176.794835587704
5063.510949623723,7203.153675742857
5090.68193946373,7229.451596145754
5117.835301572238,7255.689043252784
5144.971124315142,7281.866457873683
5172.089495195989,7307.984275273409
5199.1905008687745,7334.042925271624
5226.274227150507,7360.042832339877
5253.340759033487,7385.984415696502
5280.390180697388,7411.868089399374
5307.422575521045,7437.694262436484
5334.438026094068,7463.463338814505
5361.436614228176,7489.175717645299
5388.4184209683535,7514.831793230511
5415.383526603763,7540.431955144242
5442.332010678461,7565.976588313886
5469.263952001908,7591.466073099171
5496.179428659269,7616.9007853694475
5523.0785180215335,7642.281096579289
5549.961296755435,7667.607373842436
5576.8278408331835,7692.879980004117
5603.678225542024,7718.099273711838
5630.512525493609,7743.26560948461
5657.330814633209,7768.379337780715
5684.133166248735,7793.440805064026
5710.919652979622,7818.45035386892
5737.690346825521,7843.408322863801
5764.445319154866,7868.315046913338
5791.1846407132525,7893.170857139338
5817.9083816316925,7917.976080980406
5844.6166114347125,7942.731042250345
5871.309399048302,7967.4360611953525
5897.986812807731,7992.0914545500655
5924.648920465225,8016.697535592433
5951.295789197502,8041.2546141975
5977.927485613186,8065.7629968900865
6004.544075760089,8090.222986896418
6031.145625132358,8114.63488419472
6057.732198677519,8138.998985564804
6084.303860803379,8163.315584636681
6110.860675384821,8187.584971938178
6137.402705770485,8211.807434941678
6163.930014789336,8235.983258109893
6190.442664757112,8260.11272294078
6216.940717482674,8284.196108011565
6243.424234274247,8308.233689021938
6269.89327594556,8332.22573883639
6296.347902821882,8356.172527525778
6322.788174745956,8380.074322408072
6349.214151083837,8403.931388088331
6375.625890730641,8427.743986497939
6402.023452116198,8451.512376933091
6428.406893210603,8475.23681609257
6454.776271529695,8498.917558114823
6481.131644140433,8522.554854614318
6507.4730676661975,8546.148954717279
6533.8005982919985,8569.700105096728
6560.114291769612,8593.208550006912
6586.414203422621,8616.674531317061
6612.70038815139,8640.098288544592
6638.972900437958,8663.480058887668
6665.231794350851,8686.820077257184
6691.47712354982,8710.118576308183
6717.708941290526,8733.375786470724
6743.927300429112,8756.591935980172
6770.132253426747,8779.767250906973
6796.323852354078,8802.90195518591
6822.502148895611,8825.996270644817
6848.667194354047,8849.050417032831
6874.819039654531,8872.064612048127
6900.9577353488485,8895.039071365161
6927.083331619555,8917.974008661475
6953.195878284046,8940.869635644021
6979.295424798564,8963.726162075049
7005.382020262156,8986.543795797508
7031.455713420558,9009.322742760105
7057.516552670021,9032.063207041832
7083.564586061117,9054.765390876168
7109.599861302431,9077.42949467483
7135.622425764253,9100.055717051137
7161.632326482186,9122.644254842979
7187.629610160706,9145.195303135417
7213.614323176687,9167.709055282907
7239.586511582854,9190.18570293115
7265.546221111202,9212.62543603859
7291.493497176364,9235.028442897557
7317.4283848789255,9257.394910155068
7343.350929008694,9279.725022833292
7369.261174047928,9302.018964349683
7395.159164174522,9324.276916536799
7421.044943265137,9346.49905966178
7446.918554898291,9368.68557244553
7472.7800423574145,9390.8366320816
7498.629448633861,9412.952414254763
7524.466816429869,9435.033093159293
7550.2921881614875,9457.078841516963
7576.1056059614675,9479.089830594758
7601.90711168211,9501.066230222308
7627.69674689807,9523.00820880907
7653.474552909128,9544.915933361191
7679.24057074293,9566.789569498185
7704.994841157682,9588.629281469302
7730.737404644809,9610.435232169644
7756.468301431587,9632.207583156067
7782.187571483724,9653.94649466281
7807.895254507931,9675.652125616918
7833.59138995444,9697.32463365339
7859.276017019489,9718.96417513015
7884.949174647781,9740.570905142731
7910.610901534926,9762.144977538808
7936.261236129817,9783.68654493246
7961.900216637004,9805.19575871825
7987.527881019014,9826.672769085073
8013.144266998678,9848.117725029835
8038.749412061388,9869.53077437089
8064.343353457344,9890.91206376131
8089.926128203771,9912.261738701947
8115.4977730871105,9933.579943554307
8141.058324665185,9954.866821553243
8166.607819269317,9976.122514819455
8192.146293006446,9997.347164371817
8217.673781761221,10018.54091013953
8243.190321198032,10039.703890974091
8268.695946763051,10060.8362446611
8294.190693686236,10081.93810793188
8319.67459698331,10103.00961647497
8345.147691457718,10124.05090494743
8370.610011702553,10145.062106985968
8396.061592102464,10166.04335521797
8421.502466835549,10186.9947812723
8446.932669875203,10207.916515790017
8472.35223499197,10228.808688434907
8497.761195755347,10249.671427903857
8523.159585535595,10270.504861937152
8548.547437505495,10291.309117328525
8573.92478464211,10312.084319935175
8599.291659728513,10332.830594687573
8624.648095355507,10353.548065599183
8649.994123923303,10374.236855776016
8675.329777643194,10394.897087426069
8700.655088539204,10415.528881868633
8725.970088449734,10436.132359543502
8751.274809029159,10456.707640020015
8776.56928174942,10477.254842005992
8801.853537901614,10497.774083356577
8827.127608597539,10518.265481082924
8852.391524771236,10538.729151360812
8877.645317180513,10559.165209539082
8902.88901640844,10579.573770148034
8928.122652864857,10599.95494690768
8953.346256787818,10620.308852735878
8978.55985824505,10640.635599756366
9003.763487135402,10660.935299306724
9028.957173190256,10681.208061946187
9054.14094597494,10701.453997463383
9079.314834890092,10721.673214883956
9104.478869173061,10741.86582247812
9129.633077899254,10762.031927768076
9154.777489983475,10782.17163753537
9179.912134181257,10802.285057828125
9205.03703909016,10822.372293968208
9230.152233151104,10842.433450558301
9255.257744649614,10862.468631488875
9280.353601717114,10882.477939945065
9305.43983233217,10902.461478413488
9330.516464321743,10922.419348688964
9355.583525362412,10942.351651881127
9380.641042981586,10962.258488421005
9405.689044558709,10982.139958067466
9430.727557326452,11001.996159913624
9455.756608371896,11021.827192393137
9480.776224637671,11041.633153286457
9505.786432923127,11061.414139726958
9530.78725988548,11081.170248207054
9555.778732040917,11100.901574584186
9580.760875765727,11120.60821408675
9605.733717297393,11140.290261319975
9630.697282735695,11159.9478102717
9655.651598043787,11179.580954318117
9680.596689049253,11199.189786229399
9705.532581445177,11218.774398175292
9730.459300791188,11238.334881730652
9755.376872514496,11257.871327880875
9780.285321910913,11277.38382702729
9805.184674145863,11296.872468992484
9830.074954255395,11316.337343025574
9854.956187147174,11335.778537807386
9879.828397601457,11355.196141455606
9904.691610272077,11374.590241529848
9929.545849687393,11393.960925036694
9954.391140251259,11413.308278434617
9979.227506243946,11432.632387638907
10004.054971823098,11451.933338026529
10028.873561024642,11471.211214440864
10053.683297763715,11490.4661011965
10078.484205835555,11509.698082083869
10103.276308916404,11528.90724037389
10128.059630564398,11548.093658822536
10152.834194220457,11567.257419675365
10177.600023209132,11586.398604671973
10202.357140739476,11605.517295050411
10227.105569905905,11624.613571551583
10251.845333689036,11643.687514423518
10276.576454956527,11662.73920342569
10301.298956463885,11681.768717833185
10326.012860855319,11700.776136440923
10350.718190664533,11719.761537567769
10375.414968315532,11738.724999060607
10400.103216123412,11757.666598298376
10424.782956295161,11776.58641219609
10449.454210930433,11795.48451720874
10474.117002022318,11814.360989335237
10498.771351458117,11833.21590412225
10523.417281020087,11852.04933666804
10548.054812386215,11870.861361626226
10572.683967130928,11889.652053209516
10597.30476672586,11908.421485193421
10621.917232540569,11927.169730919897
10646.521385843265,11945.896863300948
10671.117247801512,11964.602954822229
10695.704839482956,11983.288077546566
10720.284181856017,12001.95230311745
10744.855295790594,12020.595702762525
10769.41820205873,12039.218347296972
10793.972921335333,12057.820307126934
10818.519474198823,12076.401652252856
10843.057881131808,12094.962452272792
10867.588162521759,12113.502776385696
10892.110338661656,12132.022693394667
10916.624429750644,12150.52227171015
10941.13045589469,12169.001579353144
10965.6284371072,12187.460683958307
10990.118393309662,12205.899652777096
11014.60034433229,12224.318552680845
11039.074309914631,12242.717450163807
11063.54030970618,12261.09641134616
11087.998363266997,12279.455501976996
11112.448490068315,12297.7947874373
11136.890709493135,12316.114332742836
11161.325040836817,12334.414202547068
