normal,shear
4997.368464761063,4500.320183546646
5019.579027405522,4513.8986626592405
5041.774692293449,4527.446515860928
5063.955540316635,4540.9639534702965
5086.121651578353,4554.451183377429
5108.273105404581,4567.908411083389
5130.409980355024,4581.335839738876
5152.532354233916,4594.733670182051
5174.640304100632,4608.102100975615
5196.733906280098,4621.44132844308
5218.813236373006,4634.751546704334
5240.87836926585,4648.032947710447
5262.929379140774,4661.285721277776
5284.966339485231,4674.510055121399
5306.989323101495,4687.706134887834
5328.998402115963,4700.874144187144
5350.993647988322,4714.014264624363
5372.975131520535,4727.126675830321
5394.942922865678,4740.211555491848
5416.897091536608,4753.269079381385
5438.837706414483,4766.2994213860065
5460.764835757148,4779.302753535887
5482.67854720734,4792.279246032205
5504.578907800787,4805.2290672745075
5526.465983974144,4818.152383887548
5548.339841572798,4831.049360747611
5570.200545858539,4843.920161008329
5592.0481615171,4856.764946126009
5613.88275266557,4869.5838758844775
5635.704382859673,4882.377108419463
5657.513115100947,4895.1448002425195
5679.309011843759,4907.887106264479
5701.092135002259,4920.604179818513
5722.86254595716,4933.296172682717
5744.620305562458,4945.963235102319
5766.365474151998,4958.605515811442
5788.09811154596,4971.223162054503
5809.818277057223,4983.816319607194
5831.526029497637,4996.385132797098
5853.221427184175,5008.929744523921
5874.904527945013,5021.45029627938
5896.575389125478,5033.946928166697
5918.23406759393,5046.419778919783
5939.880619747531,5058.868985922061
5961.515101517933,5071.294685224959
5983.137568376866,5083.69701156607
6004.748075341642,5096.076098387006
6026.346676980582,5108.432077850933
6047.933427418339,5120.765080859792
6069.508380341146,5133.075237071236
6091.071589001988,5145.362674915257
6112.623106225688,5157.62752161055
6134.1629844139225,5169.86990318056
6155.691275550131,5182.089944469302
6177.208031204392,5194.28776915686
6198.713302538197,5206.463499774665
6220.20714030916,5218.617257720496
6241.689594875648,5230.749163273223
6263.160716201357,5242.859335607318
6284.6205538598015,5254.94789280711
6306.069157038753,5267.014951880817
6327.506574544594,5279.060628774326
6348.932854806621,5291.08503838476
6370.348045881292,5303.0882945738285
6391.752195456374,5315.070510180926
6413.145350855075,5327.031797036061
6434.527559040084,5338.972265972539
6455.89886661757,5350.892026839459
6477.259319841108,5362.791188514
6498.608964615558,5374.6698589135185
6519.947846500881,5386.528145007427
6541.276010715914,5398.3661528289285
6562.593502142072,5410.183987486516
6583.900365327004,5421.98175317532
6605.196644488204,5433.75955318826
6626.4823835165635,5445.517489927039
6647.757625979878,5457.255664912944
6669.022415126293,5468.974178797492
6690.276793887712,5480.6731313729015
6711.520804883163,5492.352621582414
6732.754490422103,5504.0127475304425
6753.977892507679,5515.653606492567
6775.191052839952,5527.275294925377
6796.394012819076,5538.877908476174
6817.586813548419,5550.461541992504
6838.76949583766,5562.0262895315645
6859.942100205828,5573.572244369461
6881.104666884315,5585.099499010326
6902.25723581983,5596.608145195295
6923.399846677331,5608.098273911354
6944.532538842895,5619.569975400055
6965.655351426581,5631.0233391660995
6986.768323265226,5642.458453985797
7007.871492925214,5653.875407915387
7028.964898705207,5665.274288299261
7050.048578638853,5676.655181778039
7071.1225704974295,5688.018174296548
7092.186911792482,5699.363351111665
7113.2416397784,5710.690796800067
7134.286791454992,5722.000595265852
7155.322403569997,5733.292829748052
7176.348512621574,5744.567582828051
7197.3651548607595,5755.824936436874
7218.372366293904,5767.0649718624
7239.370182685057,5778.287769756441
7260.358639558332,5789.493410141749
7281.337772200236,5800.681972418898
7302.307615661988,5811.853535373096
7323.268204761781,5823.008177180875
7344.219574087026,5834.145975416702
7365.161757996574,5845.267007059494
7386.094790622908,5856.371348499045
7407.018705874297,5867.459075542362
7427.933537436936,5878.530263419903
7448.839318777045,5889.584986791746
7469.736083142967,5900.623319753664
7490.623863567204,5911.645335843119
7511.502692868459,5922.651108045164
7532.372603653638,5933.640708798283
7553.233628319826,5944.614210000141
7574.085799056253,5955.571683013249
7594.929147846211,5966.513198670567
7615.763706468975,5977.438827281019
7636.589506501681,5988.348638634949
7657.406579321194,5999.242702009483
7678.214956105938,6010.121086173837
7699.01466783772,6020.98385939455
7719.805745303528,6031.831089440639
7740.588219097297,6042.6628435887
7761.362119621671,6053.479188627929
7782.127477089721,6064.280190865083
7802.884321526669,6075.065916129376
7823.63268277158,6085.836429777316
7844.372590479018,6096.591796697454
7865.10407412071,6107.332081315117
7885.827162987175,6118.057347597032
7906.541886189338,6128.767659055922
7927.248272660114,6139.463078755028
7947.946351155993,6150.143669312571
7968.636150258601,6160.809492906177
7989.317698376224,6171.460611277225
8009.991023745343,6182.097085735138
8030.656154432123,6192.718977161635
8051.313118333916,6203.326346014926
8071.96194318072,6213.919252333838
8092.602656536631,6224.4977557419115
8113.235285801279,6235.061915451424
8133.859858211256,6245.611790267387
8154.476400841509,6256.147438591467
8175.084940606726,6266.66891842588
8195.685504262727,6277.176287377228
8216.278118407788,6287.669602660277
8236.86280948402,6298.148921101714
8257.439603778657,6308.614299143838
8278.008527425403,6319.065792848209
8298.5696064057,6329.503457899258
8319.122866550031,6339.927349607847
8339.668333539179,6350.33752291479
8360.206032905475,6360.734032394329
8380.735990034054,6371.116932257565
8401.25823016407,6381.486276355859
8421.772778389919,6391.8421181841795
8442.279659662416,6402.184510884406
8462.778898790022,6412.513507248617
8483.270520439984,6422.829159722315
8503.754549139509,6433.131520407618
8524.23100927691,6443.420641066418
8544.699925102752,6453.6965731235105
8565.161320730966,6463.959367669662
8585.61522013996,6474.2090754646615
8606.061647173732,6484.445746940334
8626.500625542945,6494.669432203516
8646.932178826013,6504.880181038992
8667.356330470167,6515.0780429124
8687.773103792497,6525.263066973105
8708.182521981013,6535.435302057043
8728.584608095665,6545.594796689522
8748.979385069375,6555.741599087991
8769.366875709029,6565.875757164795
8789.7471026965,6575.997318529873
8810.120088589627,6586.106330493443
8830.485855823192,6596.202840068654
8850.844426709891,6606.286893974194
8871.195823441298,6616.358538636892
8891.540068088812,6626.417820194269
8911.8771826046,6636.46478449707
8932.207188822505,6646.499477111763
8952.530108459012,6656.5219433230295
8972.845963114112,6666.532228136186
8993.154774272234,6676.530376279624
9013.45656330312,6686.516432207186
9033.751351462723,6696.490440100543
9054.039159894075,6706.452443871532
9074.320009628149,6716.402487164456
9094.593921584721,6726.340613358389
9114.860916573221,6736.266865569433
9135.121015293571,6746.18128665295
9155.37423833701,6756.083919205779
9175.620606186927,6765.974805568423
9195.860139219676,6775.853987827223
9216.09285770537,6785.721507816485
9236.318781808703,6795.57740712061
