normal,shear
8.619167340854654,32.451053206349876
39.26554368781814,76.85263845186695
67.99532230329983,110.36225420836507
95.53881339427552,138.86105711490595
122.21284793774487,164.21616622343876
148.20027750013,187.33725654198028
173.62123999831059,208.75554282029458
198.5610108056613,228.8155948903385
223.08335048208582,247.75700774943252
247.23776111554685,265.75487279634956
271.0637900140439,282.94202248650737
294.5937515684417,299.4222206336908
321.88968895477666,329.11283353934243
351.5829165598649,367.33774865435237
381.1036554999997,405.19856530071
410.47287164752623,442.6897599402928
439.70692629453674,479.812921310467
468.8188271802923,516.5737856597806
497.81909887372797,552.9804676553681
526.7163961670187,589.0423821901802
555.5179428579021,624.7695775901445
584.2298505082257,660.1723200289795
612.8573535581971,695.2608345513066
641.4049853012048,730.0451453728099
669.8767114387334,764.5349799246417
698.2760327796243,798.7397141906863
726.6060651927079,832.6683449166145
754.8696025758909,866.3294792991293
783.0691669909376,899.7313359700668
811.2070489884926,932.8817531660218
839.2853403542233,965.7882013367973
867.3059609400551,998.4577983509131
895.2706808348477,1030.8973260634004
923.1811388296251,1063.1132474216608
951.0388579115507,1095.111723564591
978.8452583561285,1126.8986305612777
1006.6016688631358,1158.479575566555
1034.3093360876371,1189.8599122605224
1061.969432845311,1221.044755500537
1089.5830652156228,1252.0389951558923
1117.151278723055,1282.8473091234189
1144.6750637426128,1313.4741755406776
1172.15536024902,1343.923884225215
1199.5930620076906,1374.2005473755023
1226.9890202885301,1404.308109573087
1254.344047169881,1434.2503571272146
1281.6589184888483,1464.0309268033948
1308.934376485174,1493.6533139765593
1336.1711321784614,1523.1208802480614
1363.3698675124451,1552.4368605638804
1390.5312372949888,1581.604369869383
1417.6558709583105,1610.6264093337745
1444.7443741604502,1639.5058721752375
1471.7973302460866,1668.2455491155865
1498.815301582336,1696.8481334911985
1525.798830783115,1725.3162260450354
1552.748441833867,1753.652339422665
1579.664641126972,1781.8589023935021
1606.54791841687,1809.9382638168167
1633.3987477028402,1837.8926963705783
1660.2175880464204,1865.7244000597925
1687.0048843296631,1893.4355055197093
1713.7610679596899,1921.028077128077
1740.4865575244153,1948.5041159395448
1767.181759403777,1975.865562454281
1793.8470683403334,2003.114299231982
1820.4828679726907,2030.252153361574
1847.0895313348733,2057.2808987961344
1873.667421324411,2084.2022585618543
1900.2168911416688,2111.017906849185
1926.7382847026865,2137.7294709937437
1953.2319370275682,2164.3385333539422
1979.6981746062906,2190.8466330918486
2006.1373157436124,2217.2552678632974
2032.549670884613,2243.565895422817
2058.9355429222655,2269.779935148581
2085.2952274883082,2295.898769492201
2111.6290132285867,2321.923745357839
2137.9371820639267,2347.856175414824
2164.220009437509,2373.6973393476587
2190.4777645496524,2399.448485047039
2216.7107105808263,2425.110829745275
2242.919104903634,2450.6855610992498
2269.1031992844887,2476.173838223886
2295.2632400756156,2501.5767926788567
2321.3994683979627,2526.895529411121
2347.5121203155986,2552.1311276556885
2373.601427002077,2577.2846417968804
2399.6676148992674,2602.3571021921816
2425.710905869065,2627.349515960678
2451.731517338409,2652.2628677379407
2477.7296624379774,2677.0981203990737
2503.7055501349064,2701.856215751604
2529.6593853598843,2726.5380751997127
2555.5913691288897,2751.144600381284
2581.5016986599085,2775.67667377911
2607.3905674848465,2800.135159307549
2633.2581655569334,2824.520902875838
2659.104679353816,2848.834732929185
2684.9302919765855,2873.0774609687355
2710.735183244931,2897.2498820513983
2736.519529788618,2921.3527752705127
2762.2835051354696,2945.386904218225
2788.027279796027,2969.3530174304515
2813.7510213450396,2993.2518488152264
2839.4548944999474,3017.084118065183
2865.139061196489,3040.8505310549012
2890.8036806615737,3064.5517802238032
2916.448909483541,3088.1885449452247
2942.0749016799273,3111.7614918822915
2967.6818087628617,3135.2712753311794
2993.2697798021745,3158.71853755229
3018.838961486348,3182.1039090898807
3043.9496624312424,3203.8356631945267
3067.845581359405,3221.1918700611172
3091.714808337931,3238.482966918484
3115.5575772894217,3255.709707253817
3139.3741183697666,3272.8728298016695
3163.1646580576626,3289.9730589513706
3186.9294192413167,3307.011105139944
3210.668621302424,3323.9876652311355
3234.382480197556,3340.9034228811734
3258.071208537029,3357.759048891822
3281.7350156613784,3374.5552015512676
3305.374107715501,3391.292526963338
3328.988687720578,3407.9716593655644
3352.578955643847,3424.59322143654
3376.14510846631,3441.157824593
3399.6873402484475,3457.666069277069
3423.2058421940214,3474.1185452340524
3446.7008027120246,3490.515831781172
3470.1724074768513,3506.858498067576
3493.6208394867517,3523.14710332601
3517.04627912063,3539.382197116441
3540.4489041932434,3555.5643195619714
3563.8288900088605,3571.6940015773293
3587.186409413431,3587.7717650902205
3610.521632845323,3603.7981232558295
3633.8347283846647,3619.773580664707
3657.12586180135,3635.6986335443075
3680.395196601757,3651.573769954419
3703.6428940742007,3667.399469976689
3726.8691133331895,3683.1762058984914
3750.0740113625016,3698.9044423913188
3773.2577430571396,3714.584636683915
3796.4204612641856,3730.2172387303376
3819.562316822597,3745.8026913731023
3842.683458601986,3761.3414305016386
3865.7840335403966,3776.833885206178
3888.8641866811304,3792.2804779272433
3911.9240612086387,3807.6816246009084
3934.9637984835144,3823.0377347999665
3957.983538076617,3838.3492118711397
3980.983417802343,3853.616453068477
4003.9635737510853,3868.8398496830664
4026.9241403208957,3884.0197871691835
4049.8652502483797,3899.156645267002
4072.7870346388395,3914.2507981219674
4095.6896229957006,3929.3026144009714
4118.5731432492275,3944.312457405391
4141.43772178457,3959.2806851811465
4164.283483469135,3974.207650625827
4187.110551679321,3989.093701593002
4209.919048326639,4003.939180993828
4232.709093883214,4018.7444268959835
4255.480807406701,4033.5097726200715
4278.234306564644,4048.2355468335413
4300.969707658264,4062.922073642216
4323.68712564572,4077.5696726794895
4346.386674164837,4092.1786591932905
4369.068465555328,4106.74934413084
4391.732610880531,4121.282034221326
4414.37921994865,4135.777032056503
4437.008401333537,4150.234636169325
4459.6202623950185,4164.655141110632
4482.214909298776,4179.038837523987
4504.792447035798,4193.3860122186825
4527.352979441417,4207.696948240999
4549.89660921393,4221.971924943744
4572.423437932829,4236.211218054156
4594.933566076648,4250.41509974017
4617.427093040421,4264.583838675137
4639.904117152786,4278.717700101023
4662.36473569273,4292.816945890137
4684.809044905983,4306.88183460542
4707.237140021073,4320.912621559354
4729.649115265061,4334.909558871499
4752.045063878937,4348.872895524735
4774.425078132721,4362.802877420223
4796.7892493402505,4376.699747431118
4819.1376678736615,4390.563745455072
4841.470423177602,4404.395108465578
4863.787603783145,4418.194070562156
4886.089297321419,4431.960863019437
4908.375590536994,4445.695714335157
4930.646569300993,4459.398850277111
4952.902318623927,4473.070493929074
4975.142922668323,4486.710865735736
